"","borough","neighborhood","building_class_category","tax_class","block","lot","easement","building_class","address","apartment_number","zip_code","residential_units","commercial_units","total_units","land_sqft","gross_sqft","year_built","tax_class_at_sale","building_class_at_sale","sale_price","sale_date","year_of_sale","Borough","CD","CT2010","CB2010","SchoolDist","Council","ZipCode","FireComp","PolicePrct","HealthCent","HealthArea","SanitBoro","SanitDistr","SanitSub","Address","ZoneDist1","ZoneDist2","ZoneDist3","ZoneDist4","Overlay1","Overlay2","SPDist1","SPDist2","SPDist3","LtdHeight","SplitZone","BldgClass","LandUse","Easements","OwnerType","OwnerName","LotArea","BldgArea","ComArea","ResArea","OfficeArea","RetailArea","GarageArea","StrgeArea","FactryArea","OtherArea","AreaSource","NumBldgs","NumFloors","UnitsRes","UnitsTotal","LotFront","LotDepth","BldgFront","BldgDepth","Ext","ProxCode","IrrLotCode","LotType","BsmtCode","AssessLand","AssessTot","ExemptLand","ExemptTot","YearBuilt","YearAlter1","YearAlter2","HistDist","Landmark","BuiltFAR","ResidFAR","CommFAR","FacilFAR","BoroCode","BBL","CondoNo","Tract2010","XCoord","YCoord","ZoneMap","ZMCode","Sanborn","TaxMap","EDesigNum","APPBBL","APPDate","PLUTOMapID","FIRM07_FLA","PFIRM15_FL","Version","MAPPLUTO_F","SHAPE_Leng","SHAPE_Area"
"973",3,"WILLIAMSBURG-NORTH","08  RENTALS - ELEVATOR APARTMENTS","2B",2313,29,"","D1","203 NORTH 8TH   STREET","",11211,9,0,9,2531,10850,2007,2,"D1",10500000,2013-07-30,2013,"BK",301,"519","1005","14",33,11211,"E229",94,30,700,"3","01","2B","203 NORTH 8 STREET","M1-2/R6A",NA,NA,NA,NA,NA,"MX-8",NA,NA,NA,"N","D1","03",0,NA,"203-205 NORTH 8TH STR",2531,10850,0,10850,0,0,0,0,0,0,"2",1,5,9,9,25,101.25,0,0,NA,"2","N","5","2",34320,386100,25346,377126,2007,2008,0,NA,NA,4.29,3,2,3,3,3023130029,0,"0519",996632,200703,"13a",NA,"304 017","30804","E-138",0,NA,"1",NA,NA,"17V1.1",0,261.584282551,2763.73256956
"974",3,"BROOKLYN HEIGHTS","08  RENTALS - ELEVATOR APARTMENTS","2",241,11,"","D1","63 MONTAGUE STREET","",11201,12,0,12,2500,9972,1923,2,"D1",10500000,2015-11-23,2015,"BK",302,"3.01","3000","13",33,11201,"E205",84,38,2300,"3","02","1A","63 MONTAGUE STREET","R6",NA,NA,NA,NA,NA,NA,NA,NA,"LH-1","N","D1","03",0,NA,"VITRAB, LLC",2500,9972,0,9972,0,0,0,0,0,0,"2",1,6,12,12,25,100,25,80,NA,"0","N","5","2",86400,905400,0,0,1923,0,0,"Brooklyn Heights Historic District",NA,3.99,2.43,0,4.8,3,3002410011,0,"000301",985150,192738,"12d",NA,"302 012","30107",NA,0,NA,"1",NA,NA,"17V1.1",0,253.934892265,2574.84866957
"975",3,"BUSHWICK","07  RENTALS - WALKUP APARTMENTS","2",3330,14,"","C1","36-40 LINDEN STREET","",11221,38,0,38,10600,37312,1931,2,"C1",10500000,2015-08-31,2015,"BK",304,"397","3001","32",34,11221,"E277",83,34,3400,"3","04","2A","36 LINDEN STREET","R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","C1","02",0,"P","36 LINDEN REALTY LLC",10600,37312,0,37312,0,0,0,0,0,0,"2",1,4,38,38,106,100,106,88,NA,"0","N","5","5",143100,719550,0,0,1931,0,0,NA,NA,3.52,2.43,0,4.8,3,3033300014,0,"0397",1005973,190935,"17a",NA,"305 041","31106",NA,0,NA,"1",NA,NA,"17V1.1",0,418.267144041,10924.7805291
"976",3,"CROWN HEIGHTS","08  RENTALS - ELEVATOR APARTMENTS","2",1412,17,"","D1","1496 CARROLL STREET","",11213,35,0,35,7665,32500,1935,2,"D1",10500000,2015-06-25,2015,"BK",309,"333","1000","17",35,11213,"E234",71,32,4900,"3","09","1B","1496 CARROLL STREET","R4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","D1","03",0,"P","5505-1500 CARROLL STR",7665,32500,0,32500,0,0,0,0,0,0,"2",1,6,35,35,60,127.75,60,108.25,NA,"0","N","5","2",258750,1180350,0,0,1935,0,0,NA,NA,4.24,0.9,0,2,3,3014120017,0,"0333",1001342,182010,"17b",NA,"307 059","30507",NA,0,NA,"1",NA,NA,"17V1.1",0,375.879896545,7601.5868783
"977",3,"GREENPOINT","30  WAREHOUSES","4",2661,16,"","E9","83 APOLLO STREET","",11222,0,1,1,23750,23000,1931,4,"E9",10500000,2015-07-09,2015,"BK",301,"593","1003","14",33,11222,"L146",94,30,300,"3","01","3B","83 APOLLO STREET","M1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","E9","06",0,NA,"JL TAKE TWO LLC",23750,23000,23000,0,0,0,0,23000,0,0,"2",2,1,0,1,271.75,200,128,75,NA,"0","Y","5","5",427500,1035900,0,0,1931,0,0,NA,NA,0.97,0,2,4.8,3,3026610016,0,"0593",1001334,204202,"13a",NA,"304 061","30904",NA,3026610016,"11/27/1990","1",NA,NA,"17V1.1",0,794.215912429,23905.9817051
"978",3,"WILLIAMSBURG-NORTH","30  WAREHOUSES","4",2317,18,"","E9","76 NORTH 8TH   STREET","",11249,0,2,2,10000,10000,1950,4,"E9",10500000,2015-03-10,2015,"BK",301,"557","1001","14",33,11249,"E221",94,30,400,"3","01","2B","76 NORTH 8 STREET","M1-2/R6B",NA,NA,NA,NA,NA,"MX-8",NA,NA,NA,"N","E1","06",0,NA,"NEPTUNE RESEARCH PROJ",2500,2500,2500,0,0,0,0,0,2500,0,"2",1,1,0,1,25,100,25,100,NA,"3","N","5","0",45000,77850,0,0,1950,0,0,NA,NA,1,2,2,2,3,3023170018,0,"0557",995221,201650,"12c",NA,"304 013","30804","E-138",3023170018,"04/06/2016","1",NA,NA,"17V1.1",0,257.806735375,2670.23175738
"979",3,"FLATBUSH-CENTRAL","08  RENTALS - ELEVATOR APARTMENTS","2",5059,16,"","D1","80 WOODRUFF AVENUE","42",11226,42,0,42,9375,42700,1931,2,"D1",10500000,2016-12-16,2016,"BK",314,"508.04","2000","17",40,11226,"L147",70,35,5320,"3","14","1B","80 WOODRUFF AVENUE","R6B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","D1","03",0,NA,"80 WOODRUFF AVENUE, L",9375,42700,0,42700,0,0,0,0,0,0,"2",1,6,42,42,75,125,75,109.33,NA,"3","N","5","2",98100,1086750,0,0,1931,2013,0,NA,NA,4.55,2,0,2,3,3050590016,0,"050804",994501,177285,"16d",NA,"310A059","31601",NA,0,NA,"1",NA,NA,"17V1.1",0,397.660183879,9212.79385333
"980",3,"PROSPECT HEIGHTS","33  EDUCATIONAL FACILITIES","4",1158,18,"","W9","174 PROSPECT PLACE","",11238,0,1,1,6976,15840,1930,4,"W9",10500000,2016-06-02,2016,"BK",308,"163","3000","13",35,11238,"L105",78,38,2600,"3","08","1B","174 PROSPECT PLACE","R6B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","W9","08",0,NA,"174 PROSPECT LLC",6976,15840,15840,0,0,0,0,0,0,15840,"2",1,4,0,1,53.25,131,53.25,86,NA,"0","N","5","2",54450,405900,0,0,1930,0,0,"Prospect Heights Historic District",NA,2.27,2,0,2,3,3011580018,0,"0163",992263,186235,"16c",NA,"306 040","30407",NA,0,NA,"1",NA,NA,"17V1.1",0,377.441416032,7087.83017148
"981",3,"WILLIAMSBURG-EAST","29  COMMERCIAL GARAGES","4",2242,3,"","G2","100 UNION AVENUE","",11206,0,1,1,10566,1950,1953,4,"G2",10500000,2016-10-07,2016,"BK",301,"509","1006","14",33,11206,"E230",90,30,1500,"3","01","4B","100 UNION AVENUE","R6A",NA,NA,NA,"C2-4",NA,NA,NA,NA,NA,"N","V1","11",0,NA,"100 UNION HOLDINGS LL",10566,0,0,0,0,0,0,0,0,0,"4",0,0,0,0,98.5,206.67,0,0,NA,"0","Y","3","5",475650,475650,0,0,0,0,0,NA,NA,0,3,0,3,3,3022420003,0,"0509",998107,195505,"13b",NA,"303 035","30803","E-238",0,NA,"1",NA,NA,"17V1.1",0,547.227621866,10810.6950949
"982",3,"WYCKOFF HEIGHTS","27  FACTORIES","4",3188,62,"","F4","199 STARR STREET","",11237,0,4,4,8650,10225,1931,4,"F4",10500000,2016-03-01,2016,"BK",304,"447","2002","32",34,11237,"L124",83,34,2200,"3","04","1A","199 STARR STREET","M1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","F4","06",0,"P","GOING STAGG LLC",8650,10225,10225,0,0,0,0,0,10225,0,"2",1,2,0,4,86.5,100,98,100,NA,"0","N","5","5",155700,500850,0,0,1931,0,0,NA,NA,1.18,0,1,2.4,3,3031880062,0,"0447",1005410,196107,"13b",NA,"309 048","31102",NA,0,NA,"1",NA,NA,"17V1.1",0,385.224194937,9199.05669162
"983",3,"WILLIAMSBURG-EAST","30 WAREHOUSES","4",2989,14,"","E1","230 RANDOLPH STREET","",11237,0,1,1,9000,16200,2010,4,"E1",10500000,2017-09-25,2017,"BK",301,"449","4078","14",34,11237,"E206",90,30,900,"3","01","5A","230 RANDOLPH STREET","M3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","E1","06",0,NA,"230 RANDOLPH STREET L",9000,16200,16200,0,0,0,0,0,9000,7200,"2",1,2,0,1,90,100,85,95,NA,"2","N","5","0",153900,627300,0,469350,2010,0,0,NA,NA,1.8,0,2,0,3,3029890014,0,"0449",1005357,197909,"13b",NA,"309 062","31003",NA,0,NA,"1",NA,NA,"17V1.1",0,391.19107976,9508.39723029
"984",3,"CROWN HEIGHTS","30  WAREHOUSES","4",1203,19,"","W1","1480 ATLANTIC AVE","",11216,0,1,1,8675,38000,2009,4,"E9",10500000,2007-09-11,2007,"BK",308,"313","1000","17",36,11216,"L132",77,32,2900,"3","08","2B","1480 ATLANTIC AVENUE","C8-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","W1","08",0,"C","NYC DEPT OF EDUCATION",8675,38000,38000,0,0,0,0,0,0,38000,"2",1,5,0,1,86.75,100,0,0,NA,"1","N","5","0",449100,6942600,449100,6942600,2009,0,0,NA,NA,4.38,0,2,4.8,3,3012030019,0,"0313",0,0,"17a",NA,"305 052","30501",NA,0,NA,"1",NA,NA,"17V1.1",0,379.941937909,8936.38208811
"985",3,"PARK SLOPE SOUTH","07  RENTALS - WALKUP APARTMENTS","2",1028,54,"","C1","247 13TH   STREET","25",11215,25,0,25,5000,22000,1914,2,"C1",10500000,2007-03-14,2007,"BK",306,"139","2000","15",39,11215,"E239",78,39,4600,"3","06","5C","247 13 STREET","R6B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","C1","02",0,"P","243-249 13TH STREET I",5000,22000,0,22000,0,0,0,0,0,0,"2",1,5,25,25,50,100,50,88,NA,"0","N","5","2",180000,1443600,0,1147950,1914,1996,0,NA,NA,4.4,2,0,2,3,3010280054,0,"0139",987314,182407,"16d",NA,"306 023","30404",NA,0,NA,"1",NA,NA,"17V1.1",0,305.451572935,5161.01874972
"986",3,"GOWANUS","29  COMMERCIAL GARAGES","4",420,1,"","E9","191 3 AVENUE","",11217,0,0,0,39700,39700,1950,4,"G2",10500000,2008-01-09,2008,"BK",306,"119","2000","13",33,11217,"E226",78,38,4300,"3","06","3C","575 DE GRAW STREET","M1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","K1","05",0,"P","JAEZ REALTY LLC",39700,39700,39700,0,0,39700,0,0,0,0,"2",1,1,0,1,198.5,200,198.5,200,NA,"0","N","3","5",9e+05,2955600,0,0,1950,0,0,NA,NA,1,0,2,4.8,3,3004200001,0,"0119",988709,186932,"16c",NA,"306 027","30203",NA,0,NA,"1",NA,NA,"17V1.1",0,804.250113669,40424.8363927
"987",3,"WILLIAMSBURG-NORTH","08  RENTALS - ELEVATOR APARTMENTS","2",2378,11,"","D1","52 NORTH 1ST   STREET","",11211,46,0,46,15800,54698,2008,2,"D1",10485641,2011-08-12,2011,"BK",301,"555","1021","14",33,11249,"E221",90,30,400,"3","01","2B","52 NORTH 1 STREET","M1-2/R6A","M1-2/R6",NA,NA,NA,NA,"MX-8",NA,NA,NA,"Y","D1","03",0,"P","50 NORTH ONE LLC",15800,54698,6000,48698,0,0,3000,0,0,3000,"2",1,7,46,46,100.25,138.33,100,68,NA,"3","Y","5","2",675450,6829650,484020,6638220,2008,2006,0,NA,NA,3.46,3,2,3,3,3023780011,0,"0555",993966,200341,"12c",NA,"303 008","30805","E-138",0,NA,"1",NA,NA,"17V1.1",0,490.466174413,14316.8951658
"988",3,"FLATBUSH-LEFFERTS GARDEN","07 RENTALS - WALKUP APARTMENTS","2",5036,39,"","C7","1130 NOSTRAND AVENUE","40",11225,40,6,46,12000,35120,1926,2,"C7",10460000,2017-03-16,2017,"BK",309,"800","3001","17",40,11225,"E249",71,35,5400,"3","09","3A","1130 NOSTRAND AVENUE","R6",NA,NA,NA,"C2-3",NA,NA,NA,NA,NA,"N","C7","04",0,NA,"MIDWOOD ASSOCIATES LL",12000,35120,2800,32320,0,2800,0,0,0,0,"2",1,4,40,46,100,120,100,101.25,NA,"2","N","3","2",270000,842400,0,0,1926,2004,0,NA,NA,2.93,2.43,0,4.8,3,3050360039,0,"0800",997870,179690,"17b",NA,"310 015","31601",NA,0,NA,"1",NA,NA,"17V1.1",0,441.671410303,12115.798491
"989",3,"BUSHWICK","07  RENTALS - WALKUP APARTMENTS","2A",3430,44,"","C2","1275 DECATUR STREET","6",11207,6,0,6,2500,4725,1910,2,"C2",10431074,2009-10-07,2009,"BK",304,"409","2000","32",37,11207,"Q252",83,34,3500,"3","04","3B","1275 DECATUR STREET","R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","C2","02",0,"P","COOPER & DECATUR LIMI",2500,4725,0,4725,0,0,0,0,0,0,"2",1,3,6,6,25,100,25,63,NA,"0","N","5","5",19687,99600,0,55739,1910,2008,0,NA,NA,1.89,2.43,0,4.8,3,3034300044,0,"0409",1010297,190905,"17c",NA,"309 046","31108",NA,0,NA,"1",NA,NA,"17V1.1",0,256.989522127,2587.38153447
"990",3,"BRIGHTON BEACH","08  RENTALS - ELEVATOR APARTMENTS","2",8692,1,"","D1","3111 BRIGHTON 7TH STREET","",11235,72,0,72,14400,72360,1928,2,"D1",10400000,2013-07-16,2013,"BK",313,"360.02","1000","21",48,11235,"L169",60,37,9110,"3","13","2A","3111 BRIGHTON 7 STREET","R7-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","D1","03",0,"P","3111 REALTY, LLC",14400,72360,0,72360,0,0,0,0,0,0,"2",1,6,72,72,180,80,180,67,NA,"1","N","5","2",182250,1354500,0,0,1928,0,0,NA,NA,5.03,3.44,0,4.8,3,3086920001,0,"036002",995298,149389,"28d",NA,"318 036","32601",NA,0,NA,"1",NA,"1","17V1.1",0,521.694988168,14611.0391042
"991",3,"WILLIAMSBURG-NORTH","21  OFFICE BUILDINGS","4",2331,42,"","O5","281-287 NORTH 6TH STREET","",11211,0,24,24,10000,26500,1901,4,"O5",10400000,2015-09-17,2015,"BK",301,"519","2006","14",33,11211,"E229",94,30,700,"3","01","3B","285 NORTH 6 STREET","M1-2/R6",NA,NA,NA,NA,NA,"MX-8",NA,NA,NA,"N","O5","05",0,NA,"285 NORTH 6TH LLC",10000,26500,26500,0,19800,6700,0,0,0,0,"2",3,5,0,24,100,100,50,90,NA,"3","N","5","2",135000,1047600,0,0,1901,2000,2009,NA,NA,2.65,2.7,2,4.8,3,3023310042,0,"0519",997141,199613,"13b",NA,"304 024","30804","E-138",0,NA,"1",NA,NA,"17V1.1",0,402.261073507,10110.9855837
"992",3,"BOROUGH PARK","26  OTHER HOTELS","4",5292,35,"","H9","1118 36TH STREET","",11218,0,1,1,6278,25588,2012,4,"H9",10379768,2014-07-29,2014,"BK",312,"226","2000","15",39,11218,"E240",66,39,6900,"3","12","3D","1118 36 STREET","M1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","H9","05",0,NA,"BRISTOL HOSPITALITY L",6278,25588,0,0,0,0,0,0,0,0,"2",1,5,0,1,80,83.08,75,68,NA,"0","Y","5","5",130050,3111300,0,0,2012,0,0,NA,NA,4.08,0,2,4.8,3,3052920035,0,"0226",987602,173908,"22c",NA,"306A055","31606",NA,0,NA,"1",NA,NA,"17V1.1",0,327.365977253,6259.0694127
"993",3,"EAST NEW YORK","08  RENTALS - ELEVATOR APARTMENTS","2",3785,1,"","D3","405 WILLIAMS AVENUE","83",11207,83,0,83,40000,72922,1971,2,"D3",10378770,2009-11-19,2009,"BK",305,"1134","2000","19",42,11207,"E290",75,33,5900,"3","05","4C","405 WILLIAMS AVENUE","R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","D3","03",0,"P","WILLIAMS AND GEORGIA",40000,72922,0,72922,0,0,0,0,0,0,"2",1,6,83,83,300,200,177,139,NA,"1","Y","4","2",648900,2892150,648900,2892150,1971,2007,0,NA,NA,1.82,2.43,0,4.8,3,3037850001,0,"1134",1012533,182035,"17d",NA,"316 023","31207",NA,0,NA,"1",NA,NA,"17V1.1",0,995.280974473,39185.279206
"994",3,"COBBLE HILL","32  HOSPITAL AND HEALTH FACILITIES","4",291,1,"","I4","347-353 HENRY STREET","",11201,0,1,1,11533,48015,1950,4,"I4",10360000,2011-05-29,2011,"BK",306,"45","1002","15",39,11201,"E224",76,38,2300,"3","06","2D","349 HENRY STREET","R6",NA,NA,NA,NA,NA,NA,NA,NA,"LH-1","N","I4","08",0,"P","FPG CH 349 HENRY, LLC",11533,48015,48015,0,48015,0,0,0,0,0,"2",1,5,0,1,100,115,90,54,NA,"1","N","3","2",459000,1728000,0,0,1950,1989,0,"Cobble Hill Historic District",NA,4.16,2.43,0,4.8,3,3002910001,0,"0045",985230,190502,"16c",NA,"301 034","30201",NA,0,NA,"1",NA,NA,"17V1.1",0,445.903999608,12377.1389089
"995",3,"BROWNSVILLE","07  RENTALS - WALKUP APARTMENTS","2",3726,13,"","C7","369 MOTHER GASTON BLVD","",11212,83,5,88,20000,80700,1956,2,"C7",10350000,2013-08-23,2013,"BK",316,"908","3004","23",41,11212,"L120",73,33,5700,"3","16","2A","369 MOTHER GASTON BLVD","R6",NA,NA,NA,"C2-3",NA,NA,NA,NA,NA,"N","C7","04",0,"P","PITKIN APARTMENTS LLC",20000,80700,16140,64560,0,16140,0,0,0,0,"2",1,5,83,88,200,100,200,100,NA,"1","N","4","2",228150,3394350,0,0,1956,1976,0,NA,NA,4.04,2.43,0,4.8,3,3037260013,0,"0908",1010205,183419,"17d",NA,"316 014","31206",NA,0,NA,"1",NA,NA,"17V1.1",0,621.162358793,21711.941232
"996",3,"KENSINGTON","07  RENTALS - WALKUP APARTMENTS","2",5339,54,"","C1","241 OCEAN PARKWAY","16",11218,16,0,16,7500,18000,1923,2,"C1",10330000,2015-05-05,2015,"BK",312,"494","1001","15",39,11218,"E240",66,35,7000,"3","12","5C","241 OCEAN PARKWAY","R7A","R5",NA,NA,NA,NA,"OP",NA,NA,NA,"Y","C1","02",0,NA,"SECOND SIBLING OCEAN",7500,18000,0,18000,0,0,0,0,0,0,"2",1,4,16,16,50,150,50,90,NA,"0","N","5","5",31050,335700,0,0,1923,0,0,NA,NA,2.4,4,0,4,3,3053390054,0,"0494",991587,173889,"22c",NA,"310A050","31607",NA,0,NA,"1",NA,NA,"17V1.1",0,393.811962235,7296.09157375
"997",3,"FLATBUSH-NORTH","08  RENTALS - ELEVATOR APARTMENTS","2",4611,38,"","D1","185 EAST 92ND STREET","39",11212,70,0,70,20000,61600,1929,2,"D1",10310000,2015-04-24,2015,"BK",317,"882","2000","18",41,11212,"L174",67,33,5810,"3","17","1A","180 EAST 93 STREET","R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","D1","03",0,"P","BRONX BROOKLYN HOUSIN",20000,61600,0,61600,0,0,0,0,0,0,"2",3,4,70,70,200,100,200,90,NA,"0","N","3","2",118350,3109050,0,0,1929,1982,2016,NA,NA,3.08,2.43,0,4.8,3,3046110038,0,"0882",1004892,179993,"17b",NA,"316 040","31501",NA,0,NA,"1",NA,NA,"17V1.1",0,613.414835361,21014.4374998
"998",3,"CLINTON HILL","08  RENTALS - ELEVATOR APARTMENTS","2",1963,25,"","D1","415 WASHINGTON AVENUE","",11238,24,0,24,6525,25600,1930,2,"D1",10300000,2014-06-25,2014,"BK",302,"201","4001","13",35,11238,"E210",88,36,1300,"3","02","3A","415 WASHINGTON AVENUE","R6B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","D1","03",0,NA,"5512-415 WASHINGTON A",6525,25600,0,25600,0,0,0,0,0,0,"2",1,6,24,24,54.33,120,54,103,NA,"0","N","5","2",88200,1178550,0,0,1930,0,0,"Clinton Hill Historic District",NA,3.92,2,0,2,3,3019630025,0,"0201",993948,189227,"16c",NA,"302 040","30703",NA,0,NA,"1",NA,NA,"17V1.1",0,358.80451028,6817.30444756
"999",3,"EAST NEW YORK","27  FACTORIES","4",3753,8,"","F9","300 SHEFFIELD AVENUE","",11207,0,1,1,37852,78400,1930,4,"F9",10300000,2015-03-20,2015,"BK",305,"1156","4001","19",42,11207,"E290",75,33,6100,"3","05","1C","300 SHEFFIELD AVENUE","M1-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","F5","06",0,"P","URBAN-SERS SHEFFIELD,",37852,78400,78400,0,0,0,0,0,78400,0,"2",1,3,0,1,196,195,134,191,"E","2","N","4","2",425700,1815750,0,0,1930,0,0,NA,NA,2.07,0,2,6.5,3,3037530008,0,"1156",1012856,183415,"17d",NA,"316 017","31206",NA,3037530008,"09/23/2013","1",NA,NA,"17V1.1",0,788.239054685,38787.647249
"1000",3,"BOERUM HILL","14  RENTALS - 4-10 UNIT","2B",182,1,"","S9","292 ATLANTIC AVENUE","3",11201,5,3,8,3200,7500,1900,2,"S9",10300000,2016-12-12,2016,"BK",302,"43","3000","15",33,11201,"L110",84,38,2400,"3","02","2A","292 ATLANTIC AVENUE","R6A",NA,NA,NA,"C2-4",NA,"DB",NA,NA,NA,"N","S9","04",0,NA,"BFC ATLANTIC LLC",3200,7500,3296,4204,0,3296,0,0,0,0,"2",1,4,5,8,40,80,20,36,"E","0","N","3","2",20926,272829,0,0,1900,2013,0,NA,NA,2.34,3,0,3,3,3001820001,0,"0043",987253,190060,"16c",NA,"301 056","30105",NA,0,NA,"1",NA,NA,"17V1.1",0,257.630932542,3698.38759248
"1001",3,"BOROUGH PARK","05  TAX CLASS 1 VACANT LAND","1B",5586,67,"","V0","4001 NEW UTRECHT AVENUE","",11219,0,1,1,15373,0,1987,1,"V0",10300000,2016-12-13,2016,"BK",312,"110","2002","15",38,11219,"E282",66,39,6700,"3","12","3C","4001 NEW UTRECHT AVENUE","R6",NA,NA,NA,"C2-3",NA,NA,NA,NA,NA,"N","V0","11",0,"P","DELTA TOWERS ENTERPRI",15373,0,0,0,0,0,0,0,0,0,"4",0,0,0,0,199.98,152.94,0,0,NA,"0","Y","3","5",58639,58639,0,0,0,0,0,NA,NA,0,2.43,0,4.8,3,3055860067,0,"0110",985926,173905,"22c",NA,"306A045","31705",NA,3055860067,"02/18/2015","1",NA,NA,"17V1.1",0,612.525985631,15950.8587904
"1002",3,"BROOKLYN HEIGHTS","08  RENTALS - ELEVATOR APARTMENTS","2",225,20,"","D9","35 PINEAPPLE STREET","14",11201,14,1,15,2545,11842,1900,2,"D9",10300000,2016-12-13,2016,"BK",302,"1","2003","13",33,11201,"E205",84,38,2300,"3","02","1A","35 PINEAPPLE STREET","R6",NA,NA,NA,NA,NA,NA,NA,NA,"LH-1","N","D9","03",0,NA,"35 PINEAPPLE REALTY L",2545,11842,1106,10736,1106,0,0,0,0,0,"2",1,5,14,15,101,25,88,25,NA,"2","N","3","2",119250,1337400,0,0,1900,0,0,"Brooklyn Heights Historic District",NA,4.65,2.43,0,4.8,3,3002250020,0,"0001",985774,193831,"12d",NA,"302 014","30106",NA,0,NA,"1",NA,NA,"17V1.1",0,258.833206085,2824.93092524
"1003",3,"BUSHWICK","07  RENTALS - WALKUP APARTMENTS","2A",3426,19,"","C2","26 SCHAEFER STREET","6",11207,6,0,6,2500,4125,1910,2,"C2",10298710,2010-04-14,2010,"BK",304,"401","1002","32",37,11207,"Q252",83,34,3500,"3","04","3A","26 SCHAEFER STREET","R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","C2","02",0,"P","COOPER & DECATUR LIMI",2500,4125,0,4125,0,0,0,0,0,0,"2",1,3,6,6,25,100,25,55,NA,"0","N","5","5",17944,79085,0,47522,1910,2008,0,NA,NA,1.65,2.43,0,4.8,3,3034260019,0,"0401",1008628,188836,"17c","Y","305 065","31108",NA,0,NA,"1",NA,NA,"17V1.1",0,249.446537623,2310.78454428
"1004",3,"FLATBUSH-EAST","08  RENTALS - ELEVATOR APARTMENTS","2",4881,34,"","D1","4411 CHURCH AVENUE","",11203,89,0,89,20900,77992,1959,2,"D1",10272474,2007-08-10,2007,"BK",317,"872","3001","18",41,11203,"L113",67,35,5510,"3","17","2A","4411 CHURCH AVENUE","R5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","D1","03",0,NA,"1236 PACIFIC REALTY O",20900,77992,0,77992,0,0,0,0,0,0,"2",1,6,89,89,200,113,199.5,108,NA,"2","Y","3","2",470250,2938500,0,0,1959,0,0,NA,NA,3.73,1.25,0,2,3,3048810034,0,"0872",1002086,176731,"17b",NA,"310 057","31508",NA,0,NA,"1",NA,NA,"17V1.1",0,645.083878627,21666.6214918
"1005",3,"OCEAN PARKWAY-SOUTH","01 ONE FAMILY HOMES","1",7105,30,"","A7","2111 EAST 2ND STREET","",11223,1,0,1,5450,8206,1998,1,"A7",10260000,2009-09-16,2009,"BK",315,"396","1001","21",47,11223,"E254",61,37,8610,"3","15","1D","2111 EAST 2 STREET","R3-1",NA,NA,NA,NA,NA,"OP",NA,NA,NA,"N","A7","01",0,NA,"RENDA 1 BROOKLYN, LLC",5450,5393,0,5393,0,0,0,0,0,0,"2",1,2.75,1,1,86.17,100,68,61,NA,"1","N","5","2",21579,127003,0,0,1998,0,0,NA,NA,0.99,0.6,0,1,3,3071050030,0,"0396",992728,157133,"28c",NA,"314 045","32105",NA,0,NA,"1",NA,NA,"17V1.1",0,327.924168228,5681.35379701
"1006",3,"CYPRESS HILLS","32  HOSPITAL AND HEALTH FACILITIES","4",3668,1,"","I6","51 GEORGIA AVENUE","",11207,0,1,1,19600,46114,1985,4,"I6",10250000,2010-05-18,2010,"BK",305,"1198","1005","19",37,11207,"L175",75,34,3820,"3","05","1C","51 GEORGIA AVENUE","C4-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","I6","08",0,NA,"WART REALTY LLC",19600,46114,46114,0,46114,0,0,0,0,0,"2",1,4,0,1,131.67,100,131.67,80,NA,"0","Y","5","5",220500,3041550,0,0,1985,0,0,NA,NA,2.35,1.25,1,2,3,3036680001,0,"1198",1012367,185689,"17c",NA,"316 010","31205",NA,0,NA,"1",NA,NA,"17V1.1",0,726.404436099,19490.5114372
